id	x	y	z
10522	3.062124248	3.062124248	1.020297847
10523	3.160320641	3.062124248	1.006273848
10524	3.258517034	3.062124248	0.991875861
10525	3.356713427	3.062124248	0.976597975
10526	3.45490982	3.062124248	0.960168418
10527	3.553106212	3.062124248	0.942758133
10528	3.651302605	3.062124248	0.924377681
10529	3.749498998	3.062124248	0.90500738
10530	3.847695391	3.062124248	0.885203302
10531	3.945891784	3.062124248	0.865838011
10532	4.044088176	3.062124248	0.848840899
10533	4.142284569	3.062124248	0.837425726
10534	4.240480962	3.062124248	0.827444245
10535	4.338677355	3.062124248	0.815644116
10536	4.436873747	3.062124248	0.800738821
10537	4.53507014	3.062124248	0.781960078
10538	4.633266533	3.062124248	0.759123178
10539	4.731462926	3.062124248	0.733304776
10540	4.829659319	3.062124248	0.705646868
10541	4.927855711	3.062124248	0.678022706
10542	5.026052104	3.062124248	0.653835928
10543	5.124248497	3.062124248	0.637520614
10544	5.22244489	3.062124248	0.624085918
10545	5.320641283	3.062124248	0.610332805
10546	5.418837675	3.062124248	0.594280191
10547	5.517034068	3.062124248	0.574830638
10548	5.615230461	3.062124248	0.552427926
10549	5.713426854	3.062124248	0.527544003
10550	5.811623246	3.062124248	0.501091268
10551	5.909819639	3.062124248	0.474775019
10552	6.008016032	3.062124248	0.451005111
10553	6.106212425	3.062124248	0.43312772
10554	6.204408818	3.062124248	0.417016339
10555	6.30260521	3.062124248	0.399811412
10556	6.400801603	3.062124248	0.380045663
10557	6.498997996	3.062124248	0.358100659
10558	6.597194389	3.062124248	0.334570838
10559	6.695390782	3.062124248	0.310371889
10560	6.793587174	3.062124248	0.28640537
10561	6.891783567	3.062124248	0.263239804
10562	6.98997996	3.062124248	0.241282151
10563	7.088176353	3.062124248	0.220949793
10564	7.186372745	3.062124248	0.201384248
10565	7.284569138	3.062124248	0.181860076
10566	7.382765531	3.062124248	0.162124567
10567	7.480961924	3.062124248	0.141984714
10568	7.579158317	3.062124248	0.121334096
10569	7.677354709	3.062124248	0.100382811
10570	7.775551102	3.062124248	0.079290567
10571	7.873747495	3.062124248	0.058352314
10572	7.971943888	3.062124248	0.038202668
10573	8.070140281	3.062124248	0.019567724
10574	8.168336673	3.062124248	0.001444927
10575	8.266533066	3.062124248	-0.016824014
10576	8.364729459	3.062124248	-0.035712718
10577	8.462925852	3.062124248	-0.055528437
10578	8.561122244	3.062124248	-0.07613459
10579	8.659318637	3.062124248	-0.097392471
10580	8.75751503	3.062124248	-0.119018787
10581	8.855711423	3.062124248	-0.140331559
10582	8.953907816	3.062124248	-0.160474894
10583	9.052104208	3.062124248	-0.178313767
10584	9.150300601	3.062124248	-0.194867402
10585	9.248496994	3.062124248	-0.210960309
10586	9.346693387	3.062124248	-0.227194865
10587	9.44488978	3.062124248	-0.243793016
10588	9.543086172	3.062124248	-0.260971258
10589	9.641282565	3.062124248	-0.278876967
10590	9.739478958	3.062124248	-0.297404661
10591	9.837675351	3.062124248	-0.316391349
10592	9.935871743	3.062124248	-0.335397507
10593	10.03406814	3.062124248	-0.353243049
10594	10.13226453	3.062124248	-0.368293853
10595	10.23046092	3.062124248	-0.382678091
10596	10.32865731	3.062124248	-0.397697473
10597	10.42685371	3.062124248	-0.414157737
10598	10.5250501	3.062124248	-0.432454528
10599	10.62324649	3.062124248	-0.452208417
10600	10.72144289	3.062124248	-0.473030625
10601	10.81963928	3.062124248	-0.494323537
10602	10.91783567	3.062124248	-0.515157286
10603	11.01603206	3.062124248	-0.534358658
10604	11.11422846	3.062124248	-0.55043231
10605	11.21242485	3.062124248	-0.565123146
10606	11.31062124	3.062124248	-0.579763097
10607	11.40881764	3.062124248	-0.595243589
10608	11.50701403	3.062124248	-0.611758671
10609	11.60521042	3.062124248	-0.629374743
10610	11.70340681	3.062124248	-0.647949799
10611	11.80160321	3.062124248	-0.667031573
10612	11.8997996	3.062124248	-0.686259139
10613	11.99799599	3.062124248	-0.70535106
10614	12.09619238	3.062124248	-0.724206015
10615	12.19438878	3.062124248	-0.74221816
10616	12.29258517	3.062124248	-0.759128229
10617	12.39078156	3.062124248	-0.774960705
